DATE,VISITING TEAM,HOME TEAM,TIME
,,,
"SAT JAN 19, 2013",PITTSBURGH,PHILADELPHIA,3:00 PM ET
,,,
"SAT JAN 19, 2013",OTTAWA,WINNIPEG,3:00 PM ET
,,,
"SAT JAN 19, 2013",CHICAGO,LOS ANGELES,3:00 PM ET
,,,
"SAT JAN 19, 2013",NY RANGERS,BOSTON,7:00 PM ET
,,,
"SAT JAN 19, 2013",TORONTO,MONTREAL,7:00 PM ET
,,,
"SAT JAN 19, 2013",NEW JERSEY,NY ISLANDERS,7:00 PM ET
,,,
"SAT JAN 19, 2013",WASHINGTON,TAMPA BAY,7:00 PM ET
,,,
"SAT JAN 19, 2013",CAROLINA,FLORIDA,7:30 PM ET
,,,
"SAT JAN 19, 2013",DETROIT,ST. LOUIS,8:00 PM ET
,,,
"SAT JAN 19, 2013",COLUMBUS,NASHVILLE,8:00 PM ET
,,,
"SAT JAN 19, 2013",PHOENIX,DALLAS,8:00 PM ET
,,,
"SAT JAN 19, 2013",COLORADO,MINNESOTA,9:00 PM ET
,,,
"SAT JAN 19, 2013",ANAHEIM,VANCOUVER,10:00 PM ET
,,,
"SUN JAN 20, 2013",PHILADELPHIA,BUFFALO,12:30 PM ET
,,,
"SUN JAN 20, 2013",SAN JOSE,CALGARY,6:00 PM ET
,,,
"SUN JAN 20, 2013",PITTSBURGH,NY RANGERS,7:00 PM ET
,,,
"SUN JAN 20, 2013",DALLAS,MINNESOTA,8:00 PM ET
,,,
"SUN JAN 20, 2013",EDMONTON,VANCOUVER,9:00 PM ET
,,,
"SUN JAN 20, 2013",CHICAGO,PHOENIX,10:00 PM ET
,,,
"MON JAN 21, 2013",WINNIPEG,BOSTON,1:00 PM ET
,,,
"MON JAN 21, 2013",TAMPA BAY,NY ISLANDERS,1:00 PM ET
,,,
"MON JAN 21, 2013",ST. LOUIS,NASHVILLE,6:00 PM ET
,,,
"MON JAN 21, 2013",BUFFALO,TORONTO,7:00 PM ET
,,,
"MON JAN 21, 2013",FLORIDA,OTTAWA,7:30 PM ET
,,,
"MON JAN 21, 2013",DETROIT,COLUMBUS,7:30 PM ET
,,,
"MON JAN 21, 2013",ANAHEIM,CALGARY,9:00 PM ET
,,,
"TUE JAN 22, 2013",WINNIPEG,WASHINGTON,7:00 PM ET
,,,
"TUE JAN 22, 2013",TAMPA BAY,CAROLINA,7:00 PM ET
,,,
"TUE JAN 22, 2013",FLORIDA,MONTREAL,7:30 PM ET
,,,
"TUE JAN 22, 2013",PHILADELPHIA,NEW JERSEY,7:30 PM ET
,,,
"TUE JAN 22, 2013",DALLAS,DETROIT,7:30 PM ET
,,,
"TUE JAN 22, 2013",NASHVILLE,MINNESOTA,8:00 PM ET
,,,
"TUE JAN 22, 2013",ST. LOUIS,CHICAGO,8:30 PM ET
,,,
"TUE JAN 22, 2013",LOS ANGELES,COLORADO,9:00 PM ET
,,,
"TUE JAN 22, 2013",SAN JOSE,EDMONTON,10:00 PM ET
,,,
"WED JAN 23, 2013",TORONTO,PITTSBURGH,7:00 PM ET
,,,
"WED JAN 23, 2013",BOSTON,NY RANGERS,7:30 PM ET
,,,
"WED JAN 23, 2013",CALGARY,VANCOUVER,10:00 PM ET
,,,
"WED JAN 23, 2013",COLUMBUS,PHOENIX,10:00 PM ET
,,,
"THU JAN 24, 2013",NY ISLANDERS,TORONTO,7:00 PM ET
,,,
"THU JAN 24, 2013",NY RANGERS,PHILADELPHIA,7:00 PM ET
,,,
"THU JAN 24, 2013",MONTREAL,WASHINGTON,7:00 PM ET
,,,
"THU JAN 24, 2013",BUFFALO,CAROLINA,7:00 PM ET
,,,
"THU JAN 24, 2013",OTTAWA,FLORIDA,7:30 PM ET
,,,
"THU JAN 24, 2013",NASHVILLE,ST. LOUIS,8:00 PM ET
,,,
"THU JAN 24, 2013",CHICAGO,DALLAS,8:30 PM ET
,,,
"THU JAN 24, 2013",COLUMBUS,COLORADO,9:00 PM ET
,,,
"THU JAN 24, 2013",LOS ANGELES,EDMONTON,9:30 PM ET
,,,
"THU JAN 24, 2013",PHOENIX,SAN JOSE,10:30 PM ET
,,,
"FRI JAN 25, 2013",NY ISLANDERS,BOSTON,7:00 PM ET
,,,
"FRI JAN 25, 2013",CAROLINA,BUFFALO,7:00 PM ET
,,,
"FRI JAN 25, 2013",WASHINGTON,NEW JERSEY,7:00 PM ET
,,,
"FRI JAN 25, 2013",OTTAWA,TAMPA BAY,7:30 PM ET
,,,
"FRI JAN 25, 2013",MINNESOTA,DETROIT,7:30 PM ET
,,,
"FRI JAN 25, 2013",PITTSBURGH,WINNIPEG,8:00 PM ET
,,,
"FRI JAN 25, 2013",VANCOUVER,ANAHEIM,10:00 PM ET
,,,
"SAT JAN 26, 2013",COLORADO,SAN JOSE,4:00 PM ET
,,,
"SAT JAN 26, 2013",TORONTO,NY RANGERS,7:00 PM ET
,,,
"SAT JAN 26, 2013",CHICAGO,COLUMBUS,7:00 PM ET
,,,
"SAT JAN 26, 2013",PHILADELPHIA,FLORIDA,7:30 PM ET
,,,
"SAT JAN 26, 2013",ST. LOUIS,DALLAS,8:00 PM ET
,,,
"SAT JAN 26, 2013",LOS ANGELES,PHOENIX,8:00 PM ET
,,,
"SAT JAN 26, 2013",EDMONTON,CALGARY,10:00 PM ET
,,,
"SAT JAN 26, 2013",NASHVILLE,ANAHEIM,10:30 PM ET
,,,
"SUN JAN 27, 2013",BUFFALO,WASHINGTON,3:00 PM ET
,,,
"SUN JAN 27, 2013",PITTSBURGH,OTTAWA,5:00 PM ET
,,,
"SUN JAN 27, 2013",NEW JERSEY,MONTREAL,6:00 PM ET
,,,
"SUN JAN 27, 2013",PHILADELPHIA,TAMPA BAY,6:00 PM ET
,,,
"SUN JAN 27, 2013",DETROIT,CHICAGO,7:00 PM ET
,,,
"SUN JAN 27, 2013",NY ISLANDERS,WINNIPEG,8:00 PM ET
,,,
"SUN JAN 27, 2013",MINNESOTA,ST. LOUIS,8:00 PM ET
,,,
"SUN JAN 27, 2013",VANCOUVER,SAN JOSE,8:00 PM ET
,,,
"MON JAN 28, 2013",BOSTON,CAROLINA,7:00 PM ET
,,,
"MON JAN 28, 2013",DALLAS,COLUMBUS,7:00 PM ET
,,,
"MON JAN 28, 2013",NASHVILLE,PHOENIX,9:00 PM ET
,,,
"MON JAN 28, 2013",COLORADO,EDMONTON,9:30 PM ET
,,,
"MON JAN 28, 2013",VANCOUVER,LOS ANGELES,10:30 PM ET
,,,
"TUE JAN 29, 2013",NEW JERSEY,BOSTON,7:00 PM ET
,,,
"TUE JAN 29, 2013",TORONTO,BUFFALO,7:00 PM ET
,,,
"TUE JAN 29, 2013",PHILADELPHIA,NY RANGERS,7:00 PM ET
,,,
"TUE JAN 29, 2013",WINNIPEG,MONTREAL,7:30 PM ET
,,,
"TUE JAN 29, 2013",WASHINGTON,OTTAWA,7:30 PM ET
,,,
"TUE JAN 29, 2013",NY ISLANDERS,PITTSBURGH,7:30 PM ET
,,,
"TUE JAN 29, 2013",FLORIDA,TAMPA BAY,7:30 PM ET
,,,
"TUE JAN 29, 2013",DALLAS,DETROIT,7:30 PM ET
,,,
"TUE JAN 29, 2013",COLUMBUS,MINNESOTA,8:00 PM ET
,,,
"TUE JAN 29, 2013",ANAHEIM,SAN JOSE,10:30 PM ET
,,,
"WED JAN 30, 2013",MONTREAL,OTTAWA,7:00 PM ET
,,,
"WED JAN 30, 2013",CHICAGO,MINNESOTA,8:00 PM ET
,,,
"WED JAN 30, 2013",EDMONTON,PHOENIX,9:30 PM ET
,,,
"WED JAN 30, 2013",COLORADO,VANCOUVER,10:00 PM ET
,,,
"THU JAN 31, 2013",BUFFALO,BOSTON,7:00 PM ET
,,,
"THU JAN 31, 2013",WASHINGTON,TORONTO,7:00 PM ET
,,,
"THU JAN 31, 2013",NY ISLANDERS,NEW JERSEY,7:00 PM ET
,,,
"THU JAN 31, 2013",PITTSBURGH,NY RANGERS,7:00 PM ET
,,,
"THU JAN 31, 2013",ST. LOUIS,COLUMBUS,7:00 PM ET
,,,
"THU JAN 31, 2013",WINNIPEG,FLORIDA,7:30 PM ET
,,,
"THU JAN 31, 2013",COLORADO,CALGARY,9:00 PM ET
,,,
"THU JAN 31, 2013",NASHVILLE,LOS ANGELES,10:30 PM ET
,,,
"THU JAN 31, 2013",EDMONTON,SAN JOSE,10:30 PM ET
,,,
"FRI FEB 1, 2013",PHILADELPHIA,WASHINGTON,7:00 PM ET
,,,
"FRI FEB 1, 2013",OTTAWA,CAROLINA,7:00 PM ET
,,,
"FRI FEB 1, 2013",WINNIPEG,TAMPA BAY,7:30 PM ET
,,,
"FRI FEB 1, 2013",ST. LOUIS,DETROIT,7:30 PM ET
,,,
"FRI FEB 1, 2013",PHOENIX,DALLAS,8:30 PM ET
,,,
"FRI FEB 1, 2013",CHICAGO,VANCOUVER,10:00 PM ET
,,,
"FRI FEB 1, 2013",MINNESOTA,ANAHEIM,10:00 PM ET
,,,
"SAT FEB 2, 2013",NEW JERSEY,PITTSBURGH,1:00 PM ET
,,,
"SAT FEB 2, 2013",BUFFALO,MONTREAL,2:00 PM ET
,,,
"SAT FEB 2, 2013",EDMONTON,COLORADO,3:00 PM ET
,,,
"SAT FEB 2, 2013",BOSTON,TORONTO,7:00 PM ET
,,,
"SAT FEB 2, 2013",CAROLINA,PHILADELPHIA,7:00 PM ET
,,,
"SAT FEB 2, 2013",NY RANGERS,TAMPA BAY,7:00 PM ET
,,,
"SAT FEB 2, 2013",DETROIT,COLUMBUS,7:00 PM ET
,,,
"SAT FEB 2, 2013",DALLAS,PHOENIX,8:00 PM ET
,,,
"SAT FEB 2, 2013",CHICAGO,CALGARY,10:00 PM ET
,,,
"SAT FEB 2, 2013",LOS ANGELES,ANAHEIM,10:00 PM ET
,,,
"SAT FEB 2, 2013",NASHVILLE,SAN JOSE,10:30 PM ET
,,,
"SUN FEB 3, 2013",PITTSBURGH,WASHINGTON,12:30 PM ET
,,,
"SUN FEB 3, 2013",OTTAWA,MONTREAL,2:00 PM ET
,,,
"SUN FEB 3, 2013",FLORIDA,BUFFALO,3:00 PM ET
,,,
"SUN FEB 3, 2013",NEW JERSEY,NY ISLANDERS,3:00 PM ET
,,,
"MON FEB 4, 2013",CAROLINA,TORONTO,7:00 PM ET
,,,
"MON FEB 4, 2013",DALLAS,COLORADO,9:00 PM ET
,,,
"MON FEB 4, 2013",MINNESOTA,PHOENIX,9:00 PM ET
,,,
"MON FEB 4, 2013",VANCOUVER,EDMONTON,9:30 PM ET
,,,
"MON FEB 4, 2013",SAN JOSE,ANAHEIM,10:00 PM ET
,,,
"TUE FEB 5, 2013",NY RANGERS,NEW JERSEY,7:00 PM ET
,,,
"TUE FEB 5, 2013",PITTSBURGH,NY ISLANDERS,7:00 PM ET
,,,
"TUE FEB 5, 2013",TORONTO,WASHINGTON,7:00 PM ET
,,,
"TUE FEB 5, 2013",LOS ANGELES,COLUMBUS,7:00 PM ET
,,,
"TUE FEB 5, 2013",BUFFALO,OTTAWA,7:30 PM ET
,,,
"TUE FEB 5, 2013",TAMPA BAY,PHILADELPHIA,7:30 PM ET
,,,
"TUE FEB 5, 2013",CALGARY,DETROIT,7:30 PM ET
,,,
"TUE FEB 5, 2013",FLORIDA,WINNIPEG,8:00 PM ET
,,,
"TUE FEB 5, 2013",NASHVILLE,ST. LOUIS,8:00 PM ET
,,,
"TUE FEB 5, 2013",CHICAGO,SAN JOSE,10:30 PM ET
,,,
"WED FEB 6, 2013",BOSTON,MONTREAL,7:30 PM ET
,,,
"WED FEB 6, 2013",ANAHEIM,COLORADO,9:30 PM ET
,,,
"WED FEB 6, 2013",DALLAS,EDMONTON,10:00 PM ET
,,,
"THU FEB 7, 2013",MONTREAL,BUFFALO,7:00 PM ET
,,,
"THU FEB 7, 2013",TAMPA BAY,NEW JERSEY,7:00 PM ET
,,,
"THU FEB 7, 2013",NY ISLANDERS,NY RANGERS,7:00 PM ET
,,,
"THU FEB 7, 2013",FLORIDA,PHILADELPHIA,7:00 PM ET
,,,
"THU FEB 7, 2013",WASHINGTON,PITTSBURGH,7:00 PM ET
,,,
"THU FEB 7, 2013",CALGARY,COLUMBUS,7:00 PM ET
,,,
"THU FEB 7, 2013",CAROLINA,OTTAWA,7:30 PM ET
,,,
"THU FEB 7, 2013",TORONTO,WINNIPEG,8:00 PM ET
,,,
"THU FEB 7, 2013",DETROIT,ST. LOUIS,8:00 PM ET
,,,
"THU FEB 7, 2013",LOS ANGELES,NASHVILLE,8:00 PM ET
,,,
"THU FEB 7, 2013",VANCOUVER,MINNESOTA,8:00 PM ET
,,,
"THU FEB 7, 2013",CHICAGO,PHOENIX,9:00 PM ET
,,,
"FRI FEB 8, 2013",ANAHEIM,DALLAS,8:30 PM ET
,,,
"SAT FEB 9, 2013",PITTSBURGH,NEW JERSEY,1:00 PM ET
,,,
"SAT FEB 9, 2013",CAROLINA,PHILADELPHIA,1:00 PM ET
,,,
"SAT FEB 9, 2013",WINNIPEG,OTTAWA,2:00 PM ET
,,,
"SAT FEB 9, 2013",EDMONTON,DETROIT,2:00 PM ET
,,,
"SAT FEB 9, 2013",PHOENIX,SAN JOSE,4:00 PM ET
,,,
"SAT FEB 9, 2013",TORONTO,MONTREAL,7:00 PM ET
,,,
"SAT FEB 9, 2013",BUFFALO,NY ISLANDERS,7:00 PM ET
,,,
"SAT FEB 9, 2013",FLORIDA,WASHINGTON,7:00 PM ET
,,,
"SAT FEB 9, 2013",ANAHEIM,ST. LOUIS,8:00 PM ET
,,,
"SAT FEB 9, 2013",NASHVILLE,MINNESOTA,8:00 PM ET
,,,
"SAT FEB 9, 2013",CALGARY,VANCOUVER,10:00 PM ET
,,,
"SUN FEB 10, 2013",LOS ANGELES,DETROIT,12:30 PM ET
,,,
"SUN FEB 10, 2013",EDMONTON,COLUMBUS,6:00 PM ET
,,,
"SUN FEB 10, 2013",BOSTON,BUFFALO,7:00 PM ET
,,,
"SUN FEB 10, 2013",TAMPA BAY,NY RANGERS,7:30 PM ET
,,,
"SUN FEB 10, 2013",NEW JERSEY,PITTSBURGH,7:30 PM ET
,,,
"SUN FEB 10, 2013",CHICAGO,NASHVILLE,8:00 PM ET
,,,
"MON FEB 11, 2013",PHILADELPHIA,TORONTO,7:00 PM ET
,,,
"MON FEB 11, 2013",CAROLINA,NY ISLANDERS,7:00 PM ET
,,,
"MON FEB 11, 2013",SAN JOSE,COLUMBUS,7:00 PM ET
,,,
"MON FEB 11, 2013",LOS ANGELES,ST. LOUIS,8:00 PM ET
,,,
"MON FEB 11, 2013",PHOENIX,COLORADO,9:00 PM ET
,,,
"MON FEB 11, 2013",MINNESOTA,CALGARY,9:00 PM ET
,,,
"TUE FEB 12, 2013",CAROLINA,NEW JERSEY,7:00 PM ET
,,,
"TUE FEB 12, 2013",NY RANGERS,BOSTON,7:30 PM ET
,,,
"TUE FEB 12, 2013",BUFFALO,OTTAWA,7:30 PM ET
,,,
"TUE FEB 12, 2013",MONTREAL,TAMPA BAY,7:30 PM ET
,,,
"TUE FEB 12, 2013",WASHINGTON,FLORIDA,7:30 PM ET
,,,
"TUE FEB 12, 2013",PHILADELPHIA,WINNIPEG,8:00 PM ET
,,,
"TUE FEB 12, 2013",SAN JOSE,NASHVILLE,8:00 PM ET
,,,
"TUE FEB 12, 2013",ANAHEIM,CHICAGO,8:30 PM ET
,,,
"TUE FEB 12, 2013",DALLAS,EDMONTON,9:30 PM ET
,,,
"TUE FEB 12, 2013",MINNESOTA,VANCOUVER,10:00 PM ET
,,,
"WED FEB 13, 2013",OTTAWA,PITTSBURGH,7:00 PM ET
,,,
"WED FEB 13, 2013",ST. LOUIS,DETROIT,7:30 PM ET
,,,
"WED FEB 13, 2013",DALLAS,CALGARY,9:30 PM ET
,,,
"THU FEB 14, 2013",NY ISLANDERS,NY RANGERS,7:00 PM ET
,,,
"THU FEB 14, 2013",TORONTO,CAROLINA,7:00 PM ET
,,,
"THU FEB 14, 2013",WASHINGTON,TAMPA BAY,7:30 PM ET
,,,
"THU FEB 14, 2013",MONTREAL,FLORIDA,7:30 PM ET
,,,
"THU FEB 14, 2013",PHOENIX,NASHVILLE,8:00 PM ET
,,,
"THU FEB 14, 2013",COLORADO,MINNESOTA,8:00 PM ET
,,,
"FRI FEB 15, 2013",BOSTON,BUFFALO,7:00 PM ET
,,,
"FRI FEB 15, 2013",PHILADELPHIA,NEW JERSEY,7:00 PM ET
,,,
"FRI FEB 15, 2013",PITTSBURGH,WINNIPEG,7:00 PM ET
,,,
"FRI FEB 15, 2013",ANAHEIM,DETROIT,7:30 PM ET
,,,
"FRI FEB 15, 2013",SAN JOSE,CHICAGO,8:30 PM ET
,,,
"FRI FEB 15, 2013",ST. LOUIS,CALGARY,9:00 PM ET
,,,
"FRI FEB 15, 2013",DALLAS,VANCOUVER,10:00 PM ET
,,,
"FRI FEB 15, 2013",COLUMBUS,LOS ANGELES,10:30 PM ET
,,,
"SAT FEB 16, 2013",TAMPA BAY,FLORIDA,3:00 PM ET
,,,
"SAT FEB 16, 2013",OTTAWA,TORONTO,7:00 PM ET
,,,
"SAT FEB 16, 2013",PHILADELPHIA,MONTREAL,7:00 PM ET
,,,
"SAT FEB 16, 2013",NEW JERSEY,NY ISLANDERS,7:00 PM ET
,,,
"SAT FEB 16, 2013",ANAHEIM,NASHVILLE,8:00 PM ET
,,,
"SAT FEB 16, 2013",COLUMBUS,PHOENIX,8:00 PM ET
,,,
"SAT FEB 16, 2013",COLORADO,EDMONTON,10:00 PM ET
,,,
"SUN FEB 17, 2013",PITTSBURGH,BUFFALO,12:30 PM ET
,,,
"SUN FEB 17, 2013",LOS ANGELES,CHICAGO,3:30 PM ET
,,,
"SUN FEB 17, 2013",BOSTON,WINNIPEG,6:00 PM ET
,,,
"SUN FEB 17, 2013",CALGARY,DALLAS,6:00 PM ET
,,,
"SUN FEB 17, 2013",DETROIT,MINNESOTA,6:00 PM ET
,,,
"SUN FEB 17, 2013",WASHINGTON,NY RANGERS,6:00 PM ET
,,,
"SUN FEB 17, 2013",ST. LOUIS,VANCOUVER,9:00 PM ET
,,,
"MON FEB 18, 2013",OTTAWA,NEW JERSEY,1:00 PM ET
,,,
"MON FEB 18, 2013",PHILADELPHIA,NY ISLANDERS,1:00 PM ET
,,,
"MON FEB 18, 2013",NASHVILLE,COLORADO,3:00 PM ET
,,,
"MON FEB 18, 2013",CAROLINA,MONTREAL,7:30 PM ET
,,,
"MON FEB 18, 2013",TORONTO,FLORIDA,7:30 PM ET
,,,
"MON FEB 18, 2013",CALGARY,PHOENIX,9:00 PM ET
,,,
"MON FEB 18, 2013",COLUMBUS,ANAHEIM,10:00 PM ET
,,,
"TUE FEB 19, 2013",WINNIPEG,BUFFALO,7:00 PM ET
,,,
"TUE FEB 19, 2013",MONTREAL,NY RANGERS,7:00 PM ET
,,,
"TUE FEB 19, 2013",NY ISLANDERS,OTTAWA,7:30 PM ET
,,,
"TUE FEB 19, 2013",TORONTO,TAMPA BAY,7:30 PM ET
,,,
"TUE FEB 19, 2013",SAN JOSE,ST. LOUIS,8:00 PM ET
,,,
"TUE FEB 19, 2013",DETROIT,NASHVILLE,8:00 PM ET
,,,
"TUE FEB 19, 2013",VANCOUVER,CHICAGO,8:30 PM ET
,,,
"TUE FEB 19, 2013",LOS ANGELES,EDMONTON,10:00 PM ET
,,,
"WED FEB 20, 2013",PHILADELPHIA,PITTSBURGH,7:30 PM ET
,,,
"WED FEB 20, 2013",ST. LOUIS,COLORADO,10:00 PM ET
,,,
"WED FEB 20, 2013",LOS ANGELES,CALGARY,10:00 PM ET
,,,
"THU FEB 21, 2013",BUFFALO,TORONTO,7:00 PM ET
,,,
"THU FEB 21, 2013",FLORIDA,PHILADELPHIA,7:00 PM ET
,,,
"THU FEB 21, 2013",NEW JERSEY,WASHINGTON,7:00 PM ET
,,,
"THU FEB 21, 2013",WINNIPEG,CAROLINA,7:00 PM ET
,,,
